"subNum","trial_number","cuedAR","uncuedAR","responseAR","response_error","rt","shape_org","cueType","e1_motion_dir","e2_motion_dir","round_number","coherence","cued_motion_dir","uncued_motion_dir","arDiff","pairAvg","cuedMotDir","pairGlobalOrg","pairMotDirSameness","pairMotDirSameness_wRandom","pairMotSame","pairMotDiff","pairMotRandom","pairSameARCat","pairAR_sameCondition","motDirComp","pairMotCoherent","pairMotDiago","id","corrCoeff","corrPval"
19258,115,0.13899,0.13899,0.23166,0.09266,3446,1,1,180,90,1,0,9999,9999,0,0.13899,2,0,1,2,0,0,1,1,1,2,0,1,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,11,0.13899,0.13899,0.18533,0.04633,1633,3,2,0,90,2,1,90,0,0,0.13899,1,1,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,24,0.13899,0.13899,0.18533,0.04633,1356,1,2,270,270,2,1,270,270,0,0.13899,1,0,1,1,1,0,0,1,1,1,1,1,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,84,0.18533,0.18533,0.32432,0.139,3141,3,1,0,0,2,1,0,0,0,0.18533,0,1,1,1,1,0,0,1,1,0,1,1,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,78,0.18533,0.18533,0.23166,0.04633,2951,1,2,90,0,0,1,0,90,0,0.18533,0,0,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,10,0.18533,0.18533,0.23166,0.04633,1988,3,1,270,90,2,1,270,90,0,0.18533,1,1,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,1,0.18533,0.18533,0.18533,0,2642,3,1,180,90,1,1,180,90,0,0.18533,0,1,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,139,0.18533,0.18533,0.13899,-0.04633,3035,3,1,0,180,1,1,0,180,0,0.18533,0,1,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,139,0.18533,0.18533,0.13899,-0.04633,3035,3,1,0,180,1,1,0,180,0,0.18533,0,1,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,31,0.18533,0.18533,0.13899,-0.04633,3356,3,1,90,0,2,1,90,0,0,0.18533,1,1,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,89,0.18533,0.18533,0.04633,-0.139,1998,3,2,180,0,0,0,9999,9999,0,0.18533,2,1,1,2,0,0,1,1,1,2,0,1,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,136,0.18533,0.18533,-0.09266,-0.27799,1600,2,2,0,0,0,0,9999,9999,0,0.18533,2,0,1,2,0,0,1,1,1,2,0,1,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,136,0.18533,0.18533,-0.09266,-0.27799,1600,2,2,0,0,0,0,9999,9999,0,0.18533,2,0,1,2,0,0,1,1,1,2,0,1,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,50,0.18533,0.18533,-0.18533,-0.37065,4049,1,1,90,180,2,0,9999,9999,0,0.18533,2,0,1,2,0,0,1,1,1,2,0,1,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,139,0.23166,0.23166,0.23166,0,2226,3,1,270,0,2,1,270,0,0,0.23166,1,1,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,40,0.27799,0.27799,0.32432,0.04633,1667,4,2,0,180,1,1,180,0,0,0.27799,0,1,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,27,0.27799,0.27799,0.32432,0.04633,2700,3,1,180,270,2,1,180,270,0,0.27799,0,1,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,74,0.32432,0.32432,0.50965,0.18533,3235,3,1,0,0,0,1,0,0,0,0.32432,0,1,1,1,1,0,0,1,1,0,1,1,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,23,0.32432,0.32432,0.46332,0.139,3668,3,1,0,90,0,1,0,90,0,0.32432,0,1,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,23,0.32432,0.32432,0.18533,-0.139,1616,2,2,270,180,2,1,180,270,0,0.32432,0,0,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,75,0.37065,0.37065,0.32432,-0.04633,2189,2,1,180,270,1,1,180,270,0,0.37065,0,0,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,98,0.37065,0.37065,0.32432,-0.04633,1853,2,2,90,90,2,1,90,90,0,0.37065,1,0,1,1,1,0,0,1,1,1,1,1,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,36,0.37065,0.37065,0.27799,-0.09266,1676,2,1,0,90,1,0,9999,9999,0,0.37065,2,0,1,2,0,0,1,1,1,2,0,1,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,37,0.37065,0.37065,0,-0.37065,1965,4,2,270,180,0,0,9999,9999,0,0.37065,2,1,1,2,0,0,1,1,1,2,0,1,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,1,0.41699,0.41699,0.32432,-0.09266,1834,1,1,90,90,0,0,9999,9999,0,0.41699,2,0,1,2,0,0,1,1,1,2,0,1,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,68,0.41699,0.41699,0.23166,-0.18533,3466,3,1,90,180,2,1,90,180,0,0.41699,1,1,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,113,0.41699,0.41699,0.23166,-0.18533,1837,1,1,90,180,2,1,90,180,0,0.41699,1,0,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,141,0.46332,0.46332,0.50965,0.04633,1585,3,1,180,270,0,0,9999,9999,0,0.46332,2,1,1,2,0,0,1,1,1,2,0,1,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,141,0.46332,0.46332,0.50965,0.04633,1585,3,1,180,270,0,0,9999,9999,0,0.46332,2,1,1,2,0,0,1,1,1,2,0,1,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,60,0.46332,0.46332,0.46332,0,1618,1,2,180,90,0,1,90,180,0,0.46332,1,0,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,73,0.46332,0.46332,0.37065,-0.09266,2637,4,2,0,90,1,1,90,0,0,0.46332,1,1,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,137,0.46332,0.46332,0.32432,-0.139,1546,1,1,90,180,2,0,9999,9999,0,0.46332,2,0,1,2,0,0,1,1,1,2,0,1,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19258,41,0.46332,0.46332,0.23166,-0.23166,1903,1,1,0,90,2,1,0,90,0,0.46332,0,0,0,0,0,1,0,1,1,3,1,0,"o103",0.767086029145444,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002973757074281
19259,25,-0.46332,-0.46332,-0.23166,0.23166,1964,3,1,180,0,1,0,9999,9999,0,-0.46332,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,146,-0.46332,-0.46332,-0.27799,0.18533,2003,4,1,90,90,0,0,9999,9999,0,-0.46332,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,146,-0.46332,-0.46332,-0.27799,0.18533,2003,4,1,90,90,0,0,9999,9999,0,-0.46332,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,8,-0.46332,-0.46332,-0.27799,0.18533,2075,3,2,180,0,1,0,9999,9999,0,-0.46332,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,97,-0.46332,-0.46332,-0.27799,0.18533,1771,3,1,0,0,2,1,0,0,0,-0.46332,0,1,1,1,1,0,0,1,1,0,1,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,49,-0.46332,-0.46332,-0.32432,0.139,2147,1,1,90,180,1,0,9999,9999,0,-0.46332,2,0,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,117,-0.46332,-0.46332,-0.50965,-0.04633,2084,2,2,0,180,2,0,9999,9999,0,-0.46332,2,0,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,116,-0.41699,-0.41699,-0.139,0.27799,2611,1,2,0,0,0,0,9999,9999,0,-0.41699,2,0,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,119,-0.41699,-0.41699,-0.23166,0.18533,10942,4,2,270,90,0,1,90,270,0,-0.41699,1,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,119,-0.41699,-0.41699,-0.23166,0.18533,10942,4,2,270,90,0,1,90,270,0,-0.41699,1,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,83,-0.41699,-0.41699,-0.23166,0.18533,2232,4,1,180,90,2,0,9999,9999,0,-0.41699,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,96,-0.41699,-0.41699,-0.27799,0.139,3274,4,2,180,0,2,1,0,180,0,-0.41699,0,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,50,-0.37066,-0.37066,0.32432,0.69498,2672,1,1,0,180,2,0,9999,9999,0,-0.37066,2,0,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,46,-0.37066,-0.37066,0,0.37065,2416,4,1,180,180,0,0,9999,9999,0,-0.37066,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,32,-0.37066,-0.37066,0,0.37065,2034,3,1,270,270,2,0,9999,9999,0,-0.37066,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,113,-0.37066,-0.37066,-0.23166,0.139,2523,1,1,180,180,2,0,9999,9999,0,-0.37066,2,0,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,35,-0.37066,-0.37066,-0.27799,0.09266,2145,2,2,90,270,1,1,270,90,0,-0.37066,1,0,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,18,-0.37066,-0.37066,-0.27799,0.09266,3160,2,2,0,0,2,1,0,0,0,-0.37066,0,0,1,1,1,0,0,1,1,0,1,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,70,-0.37066,-0.37066,-0.41699,-0.04633,2665,4,1,180,0,0,1,180,0,0,-0.37066,0,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,143,-0.32432,-0.32432,0,0.32432,3297,4,2,0,90,0,0,9999,9999,0,-0.32432,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,143,-0.32432,-0.32432,0,0.32432,3297,4,2,0,90,0,0,9999,9999,0,-0.32432,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,61,-0.32432,-0.32432,-0.23166,0.09266,2486,2,1,0,180,2,1,0,180,0,-0.32432,0,0,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,128,-0.32432,-0.32432,-0.32432,0,1953,3,1,270,90,0,1,270,90,0,-0.32432,1,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,128,-0.32432,-0.32432,-0.32432,0,1953,3,1,270,90,0,1,270,90,0,-0.32432,1,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,58,-0.32432,-0.32432,-0.32432,0,3125,3,1,270,180,2,0,9999,9999,0,-0.32432,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,14,-0.32432,-0.32432,-0.37066,-0.04633,3646,4,1,90,90,1,1,90,90,0,-0.32432,1,1,1,1,1,0,0,1,1,1,1,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,54,-0.32432,-0.32432,-0.41699,-0.09266,1911,1,1,270,270,1,1,270,270,0,-0.32432,1,0,1,1,1,0,0,1,1,1,1,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,131,-0.27799,-0.27799,-0.18533,0.09266,3964,3,2,90,270,0,0,9999,9999,0,-0.27799,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,131,-0.27799,-0.27799,-0.18533,0.09266,3964,3,2,90,270,0,0,9999,9999,0,-0.27799,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,33,-0.27799,-0.27799,-0.27799,0,4274,2,2,90,0,0,1,0,90,0,-0.27799,0,0,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,121,-0.23166,-0.23166,0,0.23166,2109,3,2,90,0,1,1,0,90,0,-0.23166,0,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,121,-0.23166,-0.23166,0,0.23166,2109,3,2,90,0,1,1,0,90,0,-0.23166,0,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,56,-0.23166,-0.23166,-0.23166,0,1892,4,2,180,90,2,0,9999,9999,0,-0.23166,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,59,-0.23166,-0.23166,-0.41699,-0.18533,2802,4,2,0,270,0,1,270,0,0,-0.23166,1,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,27,-0.18533,-0.18533,0.18533,0.37065,2524,4,2,90,0,1,0,9999,9999,0,-0.18533,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,87,-0.18533,-0.18533,0.09266,0.27799,1780,2,1,270,180,1,0,9999,9999,0,-0.18533,2,0,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,13,-0.18533,-0.18533,-0.04633,0.139,2188,4,1,180,0,2,0,9999,9999,0,-0.18533,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,11,-0.18533,-0.18533,-0.09266,0.09266,50347,2,2,90,180,1,1,180,90,0,-0.18533,0,0,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,114,-0.18533,-0.18533,-0.139,0.04633,20596,2,1,180,270,0,0,9999,9999,0,-0.18533,2,0,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,142,-0.18533,-0.18533,-0.27799,-0.09266,1791,4,1,90,270,2,1,90,270,0,-0.18533,1,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,79,-0.139,-0.139,0,0.139,2041,2,1,180,0,0,0,9999,9999,0,-0.139,2,0,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,9,-0.139,-0.139,0,0.139,2167,3,2,180,270,1,0,9999,9999,0,-0.139,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,39,-0.139,-0.139,0,0.139,1883,2,1,0,270,1,1,0,270,0,-0.139,0,0,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,145,-0.139,-0.139,0,0.139,10558,2,1,0,270,1,1,0,270,0,-0.139,0,0,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,145,-0.139,-0.139,0,0.139,10558,2,1,0,270,1,1,0,270,0,-0.139,0,0,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,79,-0.139,-0.139,0,0.139,2146,2,1,270,90,2,0,9999,9999,0,-0.139,2,0,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,111,-0.139,-0.139,0,0.139,1763,4,2,180,0,2,1,0,180,0,-0.139,0,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,26,-0.139,-0.139,-0.04633,0.09266,1666,4,2,90,90,1,1,90,90,0,-0.139,1,1,1,1,1,0,0,1,1,1,1,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,104,-0.139,-0.139,-0.139,0,3408,1,1,0,270,2,0,9999,9999,0,-0.139,2,0,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,43,-0.139,-0.139,-0.18533,-0.04633,9120,2,2,270,0,0,1,0,270,0,-0.139,0,0,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,68,-0.139,-0.139,-0.41699,-0.27799,2368,3,2,0,270,0,1,270,0,0,-0.139,1,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,95,-0.09266,-0.09266,0.37065,0.46332,3324,3,1,270,90,0,1,270,90,0,-0.09266,1,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,141,-0.09266,-0.09266,0.37065,0.46332,4129,4,2,90,180,0,0,9999,9999,0,-0.09266,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,141,-0.09266,-0.09266,0.37065,0.46332,4129,4,2,90,180,0,0,9999,9999,0,-0.09266,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,56,-0.09266,-0.09266,0,0.09266,2208,3,2,0,180,1,1,180,0,0,-0.09266,0,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,141,-0.09266,-0.09266,-0.23166,-0.139,1759,2,2,180,180,2,0,9999,9999,0,-0.09266,2,0,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,35,-0.04633,-0.04633,0.27799,0.32432,2642,4,1,90,180,2,1,90,180,0,-0.04633,1,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,99,-0.04633,-0.04633,0.23166,0.27799,2679,3,2,180,270,0,0,9999,9999,0,-0.04633,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,95,-0.04633,-0.04633,0.23166,0.27799,4394,1,2,0,90,2,1,90,0,0,-0.04633,1,0,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,54,0,0,0.04633,0.04633,2214,2,1,270,0,2,0,9999,9999,0,0,2,0,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,68,0,0,-0.04633,-0.04633,1939,3,1,270,270,1,0,9999,9999,0,0,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,71,0,0,-0.09266,-0.09266,2653,4,1,90,0,0,0,9999,9999,0,0,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,134,0.04633,0.04633,0.13899,0.09266,2897,1,2,270,270,0,1,270,270,0,0.04633,1,0,1,1,1,0,0,1,1,1,1,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,134,0.04633,0.04633,0.13899,0.09266,2897,1,2,270,270,0,1,270,270,0,0.04633,1,0,1,1,1,0,0,1,1,1,1,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,129,0.04633,0.04633,0.13899,0.09266,1863,2,2,270,270,1,0,9999,9999,0,0.04633,2,0,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,129,0.04633,0.04633,0.13899,0.09266,1863,2,2,270,270,1,0,9999,9999,0,0.04633,2,0,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,111,0.04633,0.04633,0.04633,0,2695,2,1,180,90,0,1,180,90,0,0.04633,0,0,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,28,0.04633,0.04633,0.04633,0,2174,1,2,0,180,2,1,180,0,0,0.04633,0,0,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,20,0.04633,0.04633,0,-0.04633,2024,3,2,270,90,1,1,90,270,0,0.04633,1,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,74,0.04633,0.04633,-0.04633,-0.09266,2897,2,2,90,270,0,1,270,90,0,0.04633,1,0,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,60,0.04633,0.04633,-0.04633,-0.09266,2351,3,2,270,90,2,1,90,270,0,0.04633,1,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,62,0.04633,0.04633,-0.139,-0.18533,3660,4,1,90,180,0,1,90,180,0,0.04633,1,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,100,0.04633,0.04633,-0.37066,-0.41699,1761,1,2,0,90,2,1,90,0,0,0.04633,1,0,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,139,0.09266,0.09266,0.23166,0.139,2405,2,2,270,0,2,1,0,270,0,0.09266,0,0,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,4,0.09266,0.09266,0,-0.09266,1536,1,1,180,270,1,0,9999,9999,0,0.09266,2,0,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,48,0.09266,0.09266,0,-0.09266,1936,4,1,90,180,2,0,9999,9999,0,0.09266,2,1,1,2,0,0,1,1,1,2,0,1,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
19259,103,0.09266,0.09266,-0.18533,-0.27799,2517,3,2,270,90,0,1,90,270,0,0.09266,1,1,0,0,0,1,0,1,1,3,1,0,"o104",0.711400219920088,0.00000000000000000000000000000000000000000000000000000000000000000000000000000183987073070716
